,title,year,abstract,publisher,top_20_words
238,Metamorphic Testing of Machine Translation Models using Back Translation,2023,"Machine translation software has been widely adopted in recent years. The recent advance in deep learning research has massively improved the accuracy and fluency of the translated output. However, incorrect translations may still occur, which causes misunderstandings, and even more detrimental consequences when applying these systems for crucial applications, such as translating legal and medical documents. This calls for methods that can test the correctness of machine translation software efficiently and effectively. In this paper, we propose a method that uses back-translation as a reference for machine translation testing, minimizing the knowledge and use of the NLP tools in the target language so that the same workflow can be applied to test systems translating English to multiple languages. We build a metamorphic testing method using our proposed concept called contextual referentially transparent input (CRTI). A CRTI is a piece of text that should have a similar meaning under a certain context in any given language. Our method detects inconsistency between a CRTI in the original sentence and the back-translation to report translation errors. To evaluate our method, we translate 200 sentences using Google Translate. Our method reports 57 suspicious issues with a precision of 74% in Chinese translation and 22 suspicious issues with a precision of 82% in Vietnamese translation.",IEEE,"validation, hand, mrs, tools, interpreting, ensures, accessible, formalization, guarantees, restrictions, fulfills, elements, homogeneous, artifact, consolidated, outlined, mature, doing, solvers, facilitates"
239,Using Metamorphic Relation Violation Regions to Support a Simulation Framework for the Process of Metamorphic Testing,2022,"Metamorphic testing (MT) has been growing in pop-ularity, but it can still be quite challenging and time-consuming to assess its performance. Typical approaches to performance assessment can require a series of steps, and depend on a variety of factors, often requiring serendipity. This can be a bottleneck for some aspects of MT research. Central to MT, metamorphic relations (MRs) represent necessary properties of the system under test (SUT). In traditional software testing, simulations are often employed to examine and compare the performance of dif-ferent testing strategies. However, these simulations are typically designed based on the assumed availability (and applicability) of a test oracle - a mechanism to decide the correctness of the SUT output or behaviour. A key reason for the popularity of MT is its proven record of effective software testing, without the need for a test oracle. This strength, however, also means that traditional ways of using simulations to analyse software testing approaches are not applicable for MT. This lack of cheap and fast ways to conduct simulation analyses of MT is a hurdle for many aspects of MT research, and may be an obstacle to its more widespread adoption. To address this, in this paper we introduce the concept of MR-violation regions (MRVRs), and show how they can be used for a certain category of MRs, Deterministic MRs (DMRs), to build simulation tools for MT. We analyse the differences between MRVRs and traditional, oracle-defined failure regions; and report on a preliminary case study exploring MRVRs in numerical-input-domain systems from previous MT studies. We anticipate that the proposed MT simulation framework may facilitate more research into MT, and may help lead to its more widespread adoption.",IEEE,"elevators, experts, service, domain, oldest, points, sector, dispatcher, customization, faults, elevator, demands, multiple, called, thriving, measures, behave, meet, transportation, relations"
240,TDD4Fog: A Test-Driven Software Development Platform for Fog Computing Systems,2020,"As an ideal infrastructure for smart services, Fog Computing is becoming the next wave of IT investment harnessing the successful models of Cloud Computing and latest technologies such as 5G and Internet of Things (IoT). However, the development of Fog Computing systems is a big challenge due to its complex, heterogeneous and distributed nature. Currently, there are a few SDKs released by some public Cloud service providers to support the development of Fog services in a top-down fashion as the key motive is to leverage their business Cloud services. However, Fog Computing systems are usually designed in a bottom-up fashion as the major functionalities are centred around the Edge Nodes and the End Devices. Meanwhile, significant efforts are required to verify the conformance of software behaviours as the collaboration between the End Devices, Edge Nodes and Cloud Servers is vital to the success of a Fog Computing System. Therefore, a holistically designed software development platform is urgently required. In this paper, we propose TDD4Fog, a test-driven software development platform for Fog Computing systems. Following the Test-Driven Development (TDD) methodology and a bottom-up design fashion, TDD4Fog supports the microservice architecture and provides the Test-Driven utilities such as metamorphic testing, mutation testing and random testing for the whole software development lifecycle of Fog Computing systems. To demonstrate the feasibility of TDD4Fog, we have presented some preliminary results on the key components of TDD4Fog and discussed some important future research directions.",IEEE,"scanners, network, scanner, scanning, nmap, gathering, comparisons, masscan, hosts, hackers, auditors, tools, penetration, enable, choice, consideration, seven, play, speed, step"
241,Metamorphic Testing of Code Search Engines,2020,"Code search engines are widely used by software developers. However, due to the huge amount of data being processed as well as the lack of complete specifications, the testing of code search engines faces the oracle problem. Metamorphic testing (MT) is a well-known testing technique that is effective for alleviating the oracle problem. In this paper, we propose to apply MT to test code search engines. We first identify five metamorphic relations (MRs) by considering the characteristics of code search engines. Four MRs are defined based on the partial specifications of code search engines and thus are used for the purpose of verification, and the one MR identified from the users' perspective can be used to conduct validation. The approach is evaluated by conducting a series of experiments involving four popular code search engines (namely, Krugle, searchcode, sourcegraph and Zoekt), and one well-known code repository (namely, GitHub) that provides the code search services. The experimental results show that the abnormal behaviors of Krugle, searchcode, GitHub, and Zoekt have been successfully detected. By further inspecting the root causes of these abnormal behaviors, three critical issues related with the code search engines under investigation are identified and reported. These results demonstrate the effectiveness of our approach, and are also helpful for the users and developers to gain a deeper understanding about the code search engines.",IEEE,"gis, samt, construction, mr, program, testing, telecommunications, participation, semiautomated, importantly, geographic, problem, location, superficial, outputs, visualization, constructing, foundation, kinds, mutations"
242,Using Constraint Solvers to Support Metamorphic Testing,2019,"One of the current challenges in the context of Metamorphic Testing (MT) is the formalization and validation of metamorphic relations (MRs), as there is no single method or homogeneous way of doing it. It is a part of this software testing technique that, unlike others, is not yet developed. On one hand, the fact of having an artifact that formally validates these main elements in MT, facilitates the task for developers and testers and ensures that the technique applied fulfills its function with guarantees. On the other hand, nowadays, there are numerous accessible tools based on highly consolidated and mature constraint solvers that can help in this process of validation. Interpreting MRs as a set of constraints, their validation with these tools is directly applicable. This paper presents a proposal based on a use case, in which MRs are implemented as a set of restrictions. The experiments and the results are described and future lines of research are outlined.",IEEE,"dnn, planning, path, reliability, problems, algorithms, dnns, based, dataset, training, threaten, sixteen, generality, combining, specialized, present, actually, randomly, pretrained, insufficient"
243,QoS-aware Metamorphic Testing: An Elevation Case Study,2020,"Elevators are among the oldest and most widespread transportation systems, yet their complexity increases rapidly to satisfy customization demands and to meet quality of service requirements. Verification and validation tasks in this context are costly, since they rely on the manual intervention of domain experts at some points of the process. This is mainly due to the difficulty to assess whether the elevators behave as expected in the different test scenarios, the so-called test oracle problem. Metamorphic testing is a thriving testing technique that alleviates the oracle problem by reasoning on the relations among multiple executions of the system under test, the so-called metamorphic relations. In this practical experience paper, we report on the application of metamorphic testing to verify an industrial elevator dispatcher. Together with domain experts from the elevation sector, we defined multiple metamorphic relations that consider domain-specific quality of service measures. Evaluation results with seeded faults show that the approach is effective at detecting faults automatically.",IEEE,"mr, constraints, defining, mrs, specific, violations, regression, automation, understanding, generating, changes, applicability, nuances, utilise, explainability, expected, capturing, generation, methods, phase"
244,MT4NS: Metamorphic Testing for Network Scanning,2021,"Network scanning tools play an important role in network information gathering, which is the first step in penetration testing. They are tools that can help both hackers and security auditors to detect the hosts in the network environment. Choice of scanner should take consideration of both the speed and the effectiveness of the scanner. In this paper, we report on an experience of using Metamorphic Testing to test two scanners, Nmap and Masscan. Seven Metamorphic Relations for network scanners are presented, and an investigation into their application is reported. The results show the potential for Metamorphic Testing to evaluate and enable comparisons of scanners, with possible problems identified in both scanners under test.",IEEE,"adda, checking, satisfaction, relation, scientific, testing, metamorphic, depended, dipole, promise, refinement, challenges, correlation, approximation, paired, replaced, grand, studying, discrete, adequately"
245,Semiautomated Metamorphic Testing Approach for Geographic Information Systems: An Empirical Study,2020,"A geographic information system (GIS) provides basic location-enabled services for many different applications related to navigation, education, and telecommunications. It is a foundation for analysis and visualization. Testing GIS is critical, but challenging due to the difficulty to assess the correctness of GIS outputs, which is called the test oracle problem of software testing. Metamorphic testing alleviates the problem by constructing metamorphic relations (MRs) among multiple inputs and outputs of the program under test. In this article, a semiautomated metamorphic testing (SAMT) method, based on the formal MR model and an improved adaptive random testing algorithm, was proposed to the GIS. To evaluate the performance of our approach, we conducted a case study on a superficial area calculation program, a typical component of GIS. Six kinds of MR construction methods were suggested for the GIS domain program testing. The experimental results show that SAMT can detect the mutations effectively that could solve the test oracle problem efficiently. More importantly, there is no need to manual participation in the testing process, except for the MR construction.",IEEE,"sqliv, penetration, imr, imt, inferential, fp, web, operators, background, tests, present, inferencebased, mmt, inbuilt, inherited, blind, inaccuracy, injection, mutational, deduction"
246,Testing DNN-Based Path Planning Algorithms by Metamorphic Testing,2020,"Deep Neural Networks (DNNs) are increasingly applied to solve path planning problems in recent years. However, unexpected or incorrect behaviors of DNNs greatly threaten the reliability of DNN-based path planning algorithms. Therefore, the reliability should be evaluated through the software testing process. The quality of the training dataset is of great importance to the pre-trained DNN models. The pretrained model may still lack generality by using a randomly generated and insufficient training dataset. And DNN-based system testing is faced with Oracle problems. Because Metamorphic Testing (MT) has been shown considerable effectiveness in alleviating the absence of oracle problems. To increase the reliability of DNN-based path planning algorithms, in this paper, we present a test technique specialized for DNN-based path planning algorithms based on metamorphic testing. We present a framework for systematically designing sixteen metamorphic relations (MRs) by combining input transformations and output relations. And experiments are carried out on an actually released business software system, which demonstrates that our method is effective. The results show that our approach can effectively improve the diversity of test data, the accuracy of the DNN model, and the reliability of the software.",IEEE,"slicing, orbs, boldsymboln, slices, vorbs, slice, deletion, execution, criterion, program, environments, environment, instantiations, retains, intuitive, speculatively, speculative, initialization, permanent, ameliorate"
247,Towards a Complete Metamorphic Testing Pipeline,2023,"Metamorphic Testing (MT) addresses the test oracle problem by examining the relationships between input-output pairs in consecutive executions of the System Under Test (SUT). These relations, known as Metamorphic Relations (MRs), specify the expected output changes resulting from specific input changes. However, achieving full automation in generating, selecting, and understanding MR violations poses challenges. Our research aims to develop methods and tools that assist testers in generating MRs, defining constraints, and providing explainability for MR outcomes. In the MR generation phase, we explore automated techniques that utilise a domain-specific language to generate and describe MRs. The MR constraint definition focuses on capturing the nuances of MR applicability by defining constraints. These constraints help identify the specific conditions under which MRs are expected to hold. The evaluation and validation involve conducting empirical studies to assess the effectiveness of the developed methods and validate their applicability in real-world regression testing scenarios. Through this research, we aim to advance the automation of MR generation, enhance the understanding of MR violations, and facilitate their effective application in regression testing.",IEEE,"failure, proximity, function, distance, pairwise, fingerprinting, signatures, slices, indexing, failures, violation, oracles, test, coverage, applicability, assignment, computes, duplicated, underpins, code"
248,An Application of Metamorphic Testing for Testing Scientific Software,2016,"One of the grand challenges for adequately testing scientific software is due to the oracle problem. Metamorphic testing is the promise technique for addressing the problem through checking the satisfaction of a metamorphic relation that defines the correlation on the relation of paired test inputs and the one of their corresponding outputs. Therefore, checking the correctness of an individual test is replaced by checking the satisfaction of the metamorphic relation among a group of tests. However, the quality of the testing is highly depended on the identification of metamorphic relations. In this paper, we use an iterative approach for the development and refinement of metamorphic relations during testing process through testing an open source discrete dipole approximation program called ADDA. Through studying ADDA program, we discuss the experience and challenges of metamorphic testing for testing scientific software.",IEEE,"variables, llm, workflow, manuals, end, extracting, matches, user, scientific, manually, human, prompt, consisting, fitting, scalable, autoregressive, auxiliary, arduous, showcase, shot"
249,An Inferential Metamorphic Testing Approach to Reduce False Positives in SQLIV Penetration Test,2017,"SQL Injection Vulnerability (SQLIV) has been the top-ranked threat to the Web security consistently for many years. Penetration tests, which are a most widely adopted technique to detect SQLIV, are usually affected by testing inaccuracy. This problem is even worse in inferencebased, blind penetration tests for online Web sites, where Web page variations (such as those caused by inbuilt dynamic modules or user interactions) may lead to a large number of False Positives (FP). We present a novel approach called Inferential Metamorphic Testing (IMT) to reduce FP in SQLIV penetration tests. First, we define the notion of Inferential Metamorphic Relations (IMR), which is inherited from Mutational Metamorphic Testing (MMT). Second, we present a set of logic operators and mutation operators for generating IMR and deducting the background testing context. Finally, we present an iterative IMT process, which is based on the heuristic IMR generation and the background testing context deduction. Our empirical study demonstrates the effectiveness of our approach by a comparison to three famous SQLIV penetration test tools.",IEEE,"arc, recognition, segmentation, components, activity, probabilistic, systems, nature, testing, mt, chain, mr, algorithms, exploits, association, approach, utilize, sequence, kernel, functionalities"
250,Assessing the Impact of Execution Environment on Observation-Based Slicing,2022,"Program slicing reduces a program to a smaller version that retains a chosen computation, referred to as a slicing criterion. One recent multi-lingual slicing approach, observation-based slicing (ORBS), speculatively deletes parts of the program and then executes the code. If the behavior of the slicing criteria is unchanged, the speculative deletion is made permanent. While this makes ORBS language agnostic, it can lead to the production of some non-intuitive slices. One particular challenge is when the execution environment plays a role. For example, ORBS will delete the line “$\mathrma=0$” if the memory location assigned to a contains zero before executing this statement, because the deletion does not affect the value of a and thus the slicing criterion. Consequently, slices can differ between execution environments due to factors such as initialization and call stack reuse. The technique considered, $\boldsymboln$ VORBS, attempts to ameliorate this problem by validating a candidate slice in $\boldsymboln$ different execution environments. We conduct an empirical study to collect initial insights into how often the execution environment leads to slice differences. Specifically, we compare and contrast the slices produced by seven different instantiations of $\boldsymboln$ VORBS. Looking forward, the technique can be seen as a variation on metamorphic testing, and thus suggests how ideas from metamorphic testing might be used to improve dynamic program analysis.",IEEE,"atom, mics, label, micss, dnn, recognizing, correlations, combinations, labels, combination, image, dnns, ability, industrial, classification, based, images, hoping, 587, voc"
251,Code Coverage-Based Failure Proximity without Test Oracles,2016,"Failure indexing technique plays an important role in modern software maintenance. It can facilitate duplicated failure removal, failure assignment, etc. Failure proximity is a crucial part that underpins failure indexing techniques. It is comprised of two components: a fingerprinting function extracting failure signatures from failures and a distance function computing pairwise distances between failures. Failure proximity usually assumes the existence of test oracle. However, in many real-life application domains, test oracles do not always exist. Hence, the applicability of existing failure proximity techniques is limited. In our paper, we focus on investigating how to apply metamorphic testing on code coverage-based failure proximity without test oracles. In our approach, instead of using the testing results of failure, the results of violation or non-violation for metamorphic test groups are used. Specifically, the fingerprinting function extracts signatures from metamorphic slices rather than execution slices and the distance function computes the pairwise distance between violations rather than between failures. Thereby, the applicability of failure proximity is extended to the situations without test oracles. The experimental results on 50 two-fault mutants show that the quality of proximity matrix obtained through our approach is statistical comparable to traditional code coverage-based failure proximity with test oracle.",IEEE,"ases, search, engine, analyzed, verifying, engines, behaviors, mrs, scientific, springer, mpshufflejd, differently, sciencedirect, characterized, certify, top1absent, acm, mptitle, mpublished, expected"
252,Large Language Models: The Next Frontier for Variable Discovery within Metamorphic Testing?,2023,"Metamorphic testing involves reasoning on necessary properties that a program under test should exhibit regarding multiple input and output variables. A general approach consists of extracting metamorphic relations from auxiliary artifacts such as user manuals or documentation, a strategy particularly fitting to testing scientific software. However, such software typically has large input-output spaces, and the fundamental prerequisite – extracting variables of interest – is an arduous and non-scalable process when performed manually. To this end, we devise a workflow around an autoregressive transformer-based Large Language Model (LLM) towards the extraction of variables from user manuals of scientific software. Our end-to-end approach, besides a prompt specification consisting of few-shot examples by a human user, is fully automated, in contrast to current practice requiring human intervention. We showcase our LLM workflow over a real case, and compare variables extracted to ground truth manually labelled by experts. Our preliminary results show that our LLM-based workflow achieves an accuracy of 0.87, while successfully deriving 61.8% of variables as partial matches and 34.7% as exact matches.",IEEE,"kpqc, candidates, round, pqc, submissions, cryptography, competition, security, quantum, post, implementation, external, analysis, 2022, libraries, extensive, perspective, performance, migration, korea"
253,Improve the Quality of ARC Systems Based on the Metamorphic Testing,2016,"In order to improve the quality of Activity Recognition Chain (ARC) systems, an effective testing approach is required to evaluate the functionalities of their major components, especially for two kernel components, the segmentation and recognition components. Both of them largely utilize the machine learning algorithms to achieve the detection and recognition of activity correctly. The probabilistic nature of the machine learning algorithms present severe challenge to the testing for the ARC systems. The article adopts a MT (metamorphic testing) methodology to address this topic. We analyze the MR (metamorphic relation) between the results of segmentation and recognition components. Based on this kind of MR, we propose a two-stage MT based approach for the testing of ARC systems, which exploits the association fact between segmentation and recognition, and then performs the MT testing on them respectively in sequence. This approach is able to deal with the specific issues in ARC systems testing, and provides a general method for systems testing with probabilistic nature.",IEEE,"object, images, detection, mutated, autonomous, vehicle, box, generate, dnns, systems, method, errors, sensitivity, noises, difficult, high, constructs, inexplicable, removing, removal"
254,ATOM: Automated Black-Box Testing of Multi-Label Image Classification Systems,2023,"Multi-label Image Classification Systems (MICSs) developed based on Deep Neural Networks (DNNs) are extensively used in people's daily life. Currently, although there are a variety of approaches to test DNN-based systems, they typically rely on the internals of DNNs to design test cases, and do not take the core specification of MICS (i.e., correctly recognizing multiple objects in a given image) into account. In this paper, we propose ATOM, an automated and systematic black-box testing framework for testing MICS. Specifically, ATOM exploits the label combination as the testing adequacy criteria, hoping to systematically examine the impact of correlations between a fixed number of labels on the classification ability of MICS. Then, ATOM leverages image search engine and natural language processing to find test images that are not only common to the real-world, but also relevant to target label combinations. Finally, ATOM combines metamorphic testing and label information to realize test oracle identification, based on which the ability of MICS in classifying different label combinations is evaluated. To evaluate the effectiveness of ATOM, we have performed experiments on two popular datasets of MICS, VOC and COCO (each with five state-of-the-art DNN models), and one real-world photo tagging application from our industrial partner. The experimental results reveal that the performance of current DNN-based MICSs remains less satisfactory even in recognizing correlations between only two labels, as ATOM triggers a total number of 6,049 such label combination related errors for all MICSs studied. In particular, ATOM reports 587 error-revealing images for the industrial MICS, in which 92% of them are confirmed by the developers.",IEEE,"regions, sensitive, dl, misclassified, xai, explainable, framework, misclassification, transforming, topics, research, specified, detects, mt, learning, employed, fact, prone, transformed, discuss"
255,On Applying Metamorphic Testing: An Empirical Study on Academic Search Engines,2019,"Software testing can be a helpful practice to certify the quality of a product. However, there are programs which are hard, if not impossible, to determine the expected outputs. This problem is called the ""oracle problem"". Metamorphic testing (MT) is an approach that aims to alleviate this problem by setting a series of relations, called metamorphic relations (MRs). This paper applies MT through a user-oriented approach and the following MRs: MPublished, MPTitle, MPShuffleJD and Top1Absent as a strategy for evaluating, verifying, and validating four Academic Search Engines (ASEs): ACM, IEEE, ScienceDirect, and Springer. Therefore, we conducted an experimental study to analyze how MRs can contribute to verifying the correctness of the properties of ASEs. Results indicate that the ASEs have performed differently in their execution for each MR analyzed. This shows that the algorithms of the scientific search engines have different behaviors among the characteristics analyzed. These behaviors may not be properly characterized by a possible failure, but by a simple design choice. On the other hand, the approach is useful for search engine users that need to be sure that the ASEs behave as expected during a search, as the results of secondary studies strongly depend on the correct behavior of the scientific search engine used.",IEEE,"bioinformatics, entity, lingpipe, bio, recognition, passed, mrs, test, failed, versions, faulty, testing, according, software, change, used, set, mt, determine, linguistics"
256,KpqBench: Performance and Implementation Security Analysis of KpqC Competition Round 1 Candidates,2024,"As the global migration to post-quantum cryptography (PQC) continues to progress actively, in Korea, the Post-Quantum Cryptography Research Center has been established to acquire PQC technology, leading the KpqC Competition. In February 2022, the KpqC Competition issued a call for proposals for PQC algorithms. By November 2022, 16 candidates were selected for the first round (7 KEMs and 9 DSAs). Currently, Round 1 submissions are being evaluated with respect to security, efficiency, and scalability in various environments. At the current stage, evaluating the software through an analysis to improve the software quality of the first-round submissions is judged appropriately. In this paper, we present analysis results regarding performance and implementation security on based dependency-free approach of external libraries. Namely, we configure extensive tests for an analysis with no dependencies by replacing external libraries that can complicate the build process with hard coding. From the performance perspective, we provide analysis results of performance profiling, execution time, and memory usage for each of the KpqC candidates. From the implementation security perspective, we examine bugs and errors in the actual implementations using Valgrind software, a Metamorphic Testing methodology that can include wide test coverage and constant-time implementation against the timing attack. Until the KpqC standard algorithm is announced, we argue that continuous integration of extensive tests will lead to a high-level clean code of KpqC candidates.",IEEE,"msf, multitest, perception, systems, multimodal, sensor, fitness, test, point, realistic, multi, object, ai, cases, tra, ditional, critical, realism, intricate, arms"
257,Object Removal for Testing Object Detection in Autonomous Vehicle Systems,2021,"An object detection system is a critical part of autonomous vehicle systems. To ensure the safety and efficiency of autonomous vehicles, object detection is required to satisfy high sensitivity and accuracy. However, the state-of-the-art object detection systems fully rely on the construction of Deep Neural Networks (DNNs), which are complex and difficult to understand. It is difficult to employ white-box testing on DNNs since the output of a single neuron is inexplicable to developers. In this paper, we propose a black-box testing method based on metamorphic testing to test object detection systems. This method can reveal errors in object detection and generate high-quality test input data, i.e., a large amount of mutated images. To this end, we set up a metamorphic relation for evaluation on the testing results of prediction and design a novel strategy via object removal to generate mutated images. Instead of existing methods of adding noises to images, our method constructs mutated images by removing an object from the image background. This work can generate new images for testing from input images and detect errors in object detection in autonomous vehicle systems.",IEEE,"diagnosis, covid, 19, classification, ct, assisted, intelligent, program, test, images, diseases, difficultly, instability, films, radiologists, accuracy, lesion, reviewing, transparency, programs"
258,Sensitive Region-Based Metamorphic Testing Framework using Explainable AI,2023,"Deep Learning (DL) is one of the most popular research topics in machine learning and DL-driven image recognition systems have developed rapidly. Recent research has employed metamorphic testing (MT) to detect misclassified images. Most of them discuss metamorphic relations (MR), with limited attention given to which regions should be transformed. We focus on the fact that there are sensitive regions where even small transformations can easily change the prediction results and propose an MT framework that efficiently tests for regions prone to misclassification by transforming these sensitive regions. Our evaluation demonstrated that the sensitive regions can be specified by Explainable AI (XAI) and our framework effectively detects faults.",IEEE,"simulation, validation, mt, restaurant, unavailable, servers, credibility, hybrid, agent, proper, applied, models, helping, confidence, discrete, event, access, build, require, situations"
259,Quality Assurance of Bioinformatics Software: A Case Study of Testing a Biomedical Text Processing Tool Using Metamorphic Testing,2018,"Bioinformatics software plays a very important role in making critical decisions with in many areas including medicine and healthcare. However, most of the research is directed towards developing tools, and little time and effort is spent on testing the software to assure its quality. In testing, a test oracle is used to determine whether a test is passed or failed during testing, and unfortunately, for much of bioinformatics software, the exact expected outcomes are not well defined. Thus, the main challenge associated with conducting systematic testing on bioinformatics software is the oracle problem. Metamorphic testing (MT) is a technique used to test programs that face the oracle problem. MT uses metamorphic relations (MRs) to determine whether a test has passed or failed and specifies how the output should change according to a specific change made to the input. In this work, we use MT to test LingPipe, a tool for processing text using computational linguistics, often used in bioinformatics for bio-entity recognition from biomedical literature. First, we identify a set of MRs for testing any bio-entity recognition program. Then we develop a set of test cases that can be used to test LingPipe's bio-entity recognition functionality using these MRs. To evaluate the effectiveness of this testing process, we automatically generate a set of faulty versions of LingPipe. According to our analysis of the experimental results, we observe that our MRs can detect the majority of these faulty versions, which shows the utility of this testing technique for quality assurance of bioinformatics software.",IEEE,"fake, news, software, detection, mt, impact, prediction, greater, accuracy, study, applicability, partly, inability, questionable, experimental, work, targets, affecting, reasonable, record"
260,Multitest:Physical-Aware Object Insertion for Testing Multi-Sensor Fusion Perception Systems,2024,"Multi-sensor fusion stands as a pivotal technique in addressing numerous safety-critical tasks and applications, e.g., self-driving cars and automated robotic arms. With the continuous advancement in data-driven artificial intelligence (AI), MSF's potential for sensing and understanding intricate external environments has been further amplified, bringing a profound impact on intelligent systems and specifically on their perception systems. Similar to tra-ditional software, adequate testing is also required for AI-enabled MSF systems. Yet, existing testing methods primarily concentrate on single-sensor perception systems (e.g., image-based and point cloud-based object detection systems). There remains a lack of emphasis on generating multimodal test cases for MSF systems. To address these limitations, we design and implement MULTI-TEST, a fitness-guided metamorphic testing method for complex MSF perception systems. Multitest employs a physical-aware approach to synthesize realistic multimodal object instances and insert them into critical positions of background images and point clouds. A fitness metric is designed to guide and boost the test generation process. We conduct extensive experiments with five SOTA perception systems to evaluate Multitest from the perspectives of: (1) generated test cases' realism, (2) fault detection capabilities, and (3) performance improvement. The results show that Multitest can generate realistic and modality-consistent test data and effectively detect hundreds of diverse faults of an MSF system under test. Moreover, retraining an MSF system on the test cases generated by Multitest can improve the system's robustness. Our replication package and synthesized testing dataset are publicly available at https://sites.google.com/view/msftest.",IEEE,"tc, reliability, tcs, neural, changes, coverage, networks, network, assured, risks, unseen, pay, exposing, safely, similarity, generated, shall, operate, risk, uncertain"
261,Metamorphic Testing of Classification Program for the COVID-19 Intelligent Diagnosis,2022,"The application of machine learning classification algorithms to COVID-19 for CT images assisted diagnosis not only reduces the workload of radiologists in reviewing films, but also improves the accuracy and efficiency of the assisted diagnosis results. However the instability of such machine learning models may lead to misclassification of results, and the expected output of the models may not be available due to the lack of transparency, which make the obtaining of test oracle difficultly. Thus in this paper, the metamorphic testing technique is applied to test the intelligent diagnosis classification program of COVID-19. The metamorphic relation is constructed by analyzing the characteristics of the lesion areas in the CT images of COVID-19, and compare consistency of the follow up test cases with the original test cases, that is how the failure detection rate of the program can be verified. The experimental results show that this method can detect the inconsistency of this program and it can be extended to test intelligent diagnosis classification programs of different diseases, thus further improving the accuracy of diagnosis classification programs.",IEEE,"expressions, arithmetic, predicate, relations, representation, forms, organized, geometry, categorizes, hiring, expression, percent, inclined, lays, algorithms, similarity, descriptions, generalized, affects, composite"
262,Metamorphic Testing for Hybrid Simulation Validation,2021,"Proper validation of a simulation model is essential for confidence in its accuracy and credibility. However, many of the most effective approaches for simulation validation require access to data that may be unavailable. Metamorphic Testing (MT), an approach from traditional software testing, has been shown to be useful for verification of simulation software in similar situations. Recent research shows that MT can be applied to the validation of agent based and discrete event simulation models as well. In this paper we build on that work and show how MT can be applied to hybrid simulation models. We demonstrate the effectiveness of our approach by applying it on a case study of helping behavior among servers in a restaurant.",IEEE,"software, testing, attractiveness, ingenuity, compounding, tutorial, instructors, creativity, unmotivated, misconceptions, menial, professing, altogether, man, omitted, left, fresh, status, exciting, lacking"
263,Exploring Metamorphic Testing for Fake-News Detection Software: A Case Study,2023,"Concerns have been growing over fake news and its impact. Software that can automatically detect fake news is becoming more popular. However, the accuracy and reliability of such fake-news detection software remains questionable, partly due to a lack of testing and verification. Testing this kind of software may face the oracle problem, which refers to difficulty (or inability) of identifying the correctness of the software’s output in a reasonable amount of time. Metamorphic testing (MT) has a record of effectively alleviating the oracle problem, and has been successfully applied to testing fake-news detection software. This paper reports on a study, extending previous work, exploring the use of MT for fake-news detection software. The study includes new metamorphic relations and additional experimental results and analysis. Some alternative MR-generation approaches are also explored. The study targets software where the output is a real/fake news decision, enhancing the applicability of MT to current fake-news detection software. The paper also explores the impact of the prediction accuracy of the fake-news detection software on the MT process. The study demonstrates the validity and applicability of MT to fake-news detection software. The prediction accuracy of the software has a greater impact on MT experiments with greater changes between the source and follow-up inputs, and less dependence on prediction stability. Some possible factors affecting the experimental results are discussed, and directions for future work are provided.",IEEE,"test, xunit, jfuzz, family, framework, illustrated, integrating, weak, kind, supporting, methodologies, java, plays, class, unit, testing, presented, examples, automation, role"
264,Reliability of Convolutional Neural Networks: Failure Metrics with Metamorphic Test Cases,2021,"The data-driven software development paradigm and the uncertain nature of deep neural networks bring new challenges for reliability engineering. In autonomous driving and other safety-critical domains, high reliability must be assured. However, failure metrics measuring reliability post deployment can be costly. To explore more efficient ways of assessing reliability, we leverage metamorphic testing where a follow-up test case (TC) can be automatically generated to account for unseen conditions once a source TC is given. We further determine source TCs by investigating various TC prioritization strategies based on risk, fault, similarity, and coverage. Our experiment on a convolutional neural network's image classifications shows that TC priorities determined by code coverage are prominent in exposing reliability issues, combined with the metamorphic TCs generated by semantic input data changes. The results also show that, in order to safely operate the neural networks, reliability engineers shall pay attention to the potential network structural changes and the evolving requirements-level risks.",IEEE,"variables, mrs, end, scientific, user, holds, associations, simultaneous, poster, multiple, forum, swmm, storm, parameter, classifying, operating, water, uncovers, input, software"
265,A Review of Metamorphic Relation Representation Forms,2023,"Metamorphic testing can effectively alleviate the problem of testing oracle. The lack of specification descriptions of metamorphic relations affects its generalized application. This text categorizes metamorphic relations into three types based on their representation forms: arithmetic expressions, predicate expressions, and other categories. Among the one hundred and sixty-two relations classified, arithmetic expressions account for sixty-four percent. Within geometry, numerical programs, and algorithms, the main to employ relations on arithmetic expressions, while machine learning and optimization algorithms are mainly inclined toward hiring predicate expression relations. Meanwhile, the research findings about the construction methods of metamorphic relations, the generation of original test cases, and the utilization of testing tools have been systematically organized to guide the application of the above techniques based on representation forms. Moreover, it lays the foundation for studying the fundamental nature of relationships, such as complexity, similarity, and relation composite.",IEEE,"relationship, optimization, gradient, item, zo, smooth, method, generation, solution, loss, non, distribution, line, optimal, function, metamorphic, search, absolute, estimator, differentiable"
